Title,Bedrooms,Bathrooms,Parking,Floors,Road Access, Price (NPR) ,Area (sq.ft),Location
House for Sale,2,3,Available,4,32 ft," 24,855,000.00 ",2124,"Lamatar, Mahalaxmi-20, Lalitpur"
House for Sale,4,2,Not Available,3,29 ft," 33,194,000.00 ",1340,"Thaiba, Godawari-27, Lalitpur"
House for Sale,3,2,Available,3,29 ft," 16,500,000.00 ",2127,"Patan Dhoka, Lalitpur-14, Lalitpur"
House for Sale,5,3,Available,2,24 ft," 25,263,000.00 ",2415,"Pulchowk, Lalitpur-17, Lalitpur"
House for Sale,3,4,Available,3,27 ft," 29,320,000.00 ",1350,"Bungamati, Godawari-19, Lalitpur"
House for Sale,3,5,Available,4,17 ft," 16,500,000.00 ",1432,"Satdobato, Lalitpur-17, Lalitpur"
House for Sale,3,3,Available,3,13 ft," 16,500,000.00 ",2207,"Lubhu, Mahalaxmi-19, Lalitpur"
House for Sale,4,2,Available,1,22 ft," 16,500,000.00 ",1908,"Bungamati, Godawari-26, Lalitpur"
House for Sale,4,2,Available,3,29 ft," 17,239,000.00 ",2020,"Patan Dhoka, Lalitpur-27, Lalitpur"
House for Sale,3,3,Available,1,18 ft," 25,583,000.00 ",1936,"Bungamati, Godawari-14, Lalitpur"
House for Sale,2,2,Not Available,2,12 ft," 35,018,000.00 ",1956,"Godawari, Godawari-27, Lalitpur"
House for Sale,4,2,Available,1,8 ft," 19,778,000.00 ",1269,"Patan Dhoka, Lalitpur-17, Lalitpur"
House for Sale,2,2,Not Available,3,15 ft," 36,832,000.00 ",2218,"Lagankhel, Lalitpur-23, Lalitpur"
House for Sale,5,2,Available,3,28 ft," 16,500,000.00 ",2267,"Tikathali, Mahalaxmi-24, Lalitpur"
House for Sale,4,2,Available,2,19 ft," 16,500,000.00 ",1708,"Satdobato, Lalitpur-13, Lalitpur"
House for Sale,2,2,Available,2,19 ft," 18,778,000.00 ",1782,"Jawalakhel, Lalitpur-19, Lalitpur"
House for Sale,2,1,Available,2,12 ft," 22,388,000.00 ",1187,"Chapagaun, Godawari-8, Lalitpur"
House for Sale,6,1,Available,2,14 ft," 18,951,000.00 ",2005,"Imadol, Mahalaxmi-6, Lalitpur"
House for Sale,3,5,Available,2,11 ft," 16,500,000.00 ",2028,"Lubhu, Mahalaxmi-7, Lalitpur"
House for Sale,3,2,Available,2,13 ft," 18,528,000.00 ",1775,"Tikathali, Mahalaxmi-20, Lalitpur"
House for Sale,5,2,Available,3,20 ft," 16,500,000.00 ",2249,"Lagankhel, Lalitpur-3, Lalitpur"
House for Sale,5,3,Available,1,27 ft," 25,098,000.00 ",1666,"Tikathali, Mahalaxmi-4, Lalitpur"
House for Sale,6,2,Available,1,22 ft," 22,232,000.00 ",2025,"Godawari, Godawari-17, Lalitpur"
House for Sale,4,4,Available,2,10 ft," 16,500,000.00 ",1392,"Tikathali, Mahalaxmi-31, Lalitpur"
House for Sale,3,3,Not Available,4,30 ft," 16,500,000.00 ",1790,"Jawalakhel, Lalitpur-26, Lalitpur"
House for Sale,2,1,Available,3,15 ft," 16,500,000.00 ",1730,"Pulchowk, Lalitpur-12, Lalitpur"
House for Sale,4,2,Available,3,27 ft," 18,725,000.00 ",1890,"Patan Dhoka, Lalitpur-29, Lalitpur"
House for Sale,4,4,Not Available,2,23 ft," 28,134,000.00 ",1652,"Bungamati, Godawari-27, Lalitpur"
House for Sale,3,4,Available,2,20 ft," 16,500,000.00 ",1747,"Tikathali, Mahalaxmi-12, Lalitpur"
House for Sale,5,2,Available,1,25 ft," 23,489,000.00 ",2130,"Tikathali, Mahalaxmi-9, Lalitpur"
House for Sale,3,3,Not Available,3,17 ft," 16,500,000.00 ",1625,"Imadol, Mahalaxmi-31, Lalitpur"
House for Sale,3,2,Available,4,26 ft," 16,500,000.00 ",1157,"Imadol, Mahalaxmi-27, Lalitpur"
House for Sale,2,5,Available,3,24 ft," 18,395,000.00 ",2499,"Bungamati, Godawari-14, Lalitpur"
House for Sale,3,2,Available,3,31 ft," 16,500,000.00 ",2352,"Imadol, Mahalaxmi-28, Lalitpur"
House for Sale,2,4,Available,3,26 ft," 16,500,000.00 ",1283,"Jawalakhel, Lalitpur-15, Lalitpur"
House for Sale,3,3,Available,2,30 ft," 16,500,000.00 ",2075,"Pulchowk, Lalitpur-9, Lalitpur"
House for Sale,3,3,Available,4,12 ft," 42,132,000.00 ",1598,"Tikathali, Mahalaxmi-20, Lalitpur"
House for Sale,4,3,Available,1,28 ft," 19,473,000.00 ",1905,"Chapagaun, Godawari-20, Lalitpur"
House for Sale,4,2,Available,2,30 ft," 16,500,000.00 ",1917,"Satdobato, Lalitpur-28, Lalitpur"
House for Sale,4,2,Not Available,2,16 ft," 20,916,000.00 ",1706,"Lokanthali, Madhyapur Thimi-10, Bhaktapur"
House for Sale,6,2,Not Available,1,19 ft," 18,356,000.00 ",1486,"Gatthaghar, Madhyapur Thimi-3, Bhaktapur"
House for Sale,3,2,Available,2,28 ft," 17,576,000.00 ",1523,"Sallaghari, Bhaktapur-7, Bhaktapur"
House for Sale,3,3,Available,2,8 ft," 24,547,000.00 ",1433,"Jhaukhel, Changunarayan-25, Bhaktapur"
House for Sale,5,2,Available,2,8 ft," 25,995,000.00 ",1467,"Lokanthali, Madhyapur Thimi-6, Bhaktapur"
House for Sale,3,1,Available,2,22 ft," 16,500,000.00 ",1773,"Sanothimi, Madhyapur Thimi-28, Bhaktapur"
House for Sale,6,5,Available,1,9 ft," 16,500,000.00 ",1513,"Suryabinayak, Bhaktapur-17, Bhaktapur"
House for Sale,2,4,Available,2,29 ft," 17,200,000.00 ",2072,"Thimi, Madhyapur Thimi-29, Bhaktapur"
House for Sale,6,4,Not Available,2,23 ft," 16,500,000.00 ",2394,"Thimi, Madhyapur Thimi-24, Bhaktapur"
House for Sale,2,5,Available,2,32 ft," 16,500,000.00 ",1567,"Jhaukhel, Changunarayan-27, Bhaktapur"
House for Sale,5,2,Available,3,15 ft," 33,170,000.00 ",1895,"Lokanthali, Madhyapur Thimi-13, Bhaktapur"
House for Sale,4,2,Available,3,20 ft," 37,073,000.00 ",1999,"Duwakot, Changunarayan-16, Bhaktapur"
House for Sale,6,3,Available,3,28 ft," 17,380,000.00 ",1988,"Jhaukhel, Changunarayan-15, Bhaktapur"
House for Sale,2,3,Not Available,3,8 ft," 24,180,000.00 ",1830,"Sankhu, Changunarayan-30, Bhaktapur"
House for Sale,4,2,Not Available,2,23 ft," 21,746,000.00 ",2097,"Duwakot, Changunarayan-15, Bhaktapur"
House for Sale,6,4,Not Available,3,14 ft," 59,000,000.00 ",1992,"Tathali, Changunarayan-25, Bhaktapur"
House for Sale,4,2,Available,2,12 ft," 30,046,000.00 ",1304,"Sallaghari, Bhaktapur-11, Bhaktapur"
House for Sale,4,2,Available,2,29 ft," 18,242,000.00 ",2147,"Jhaukhel, Changunarayan-14, Bhaktapur"
House for Sale,4,3,Available,3,30 ft," 16,500,000.00 ",2154,"Sankhu, Changunarayan-11, Bhaktapur"
House for Sale,3,3,Available,2,10 ft," 16,500,000.00 ",1494,"Dattatreya, Bhaktapur-29, Bhaktapur"
House for Sale,4,3,Available,3,19 ft," 20,828,000.00 ",1815,"Sallaghari, Bhaktapur-31, Bhaktapur"
House for Sale,4,1,Not Available,3,23 ft," 16,500,000.00 ",2073,"Gatthaghar, Madhyapur Thimi-31, Bhaktapur"
House for Sale,5,4,Available,3,26 ft," 16,500,000.00 ",1716,"Sallaghari, Bhaktapur-22, Bhaktapur"
House for Sale,2,2,Available,4,12 ft," 16,500,000.00 ",2229,"Kamalbinayak, Bhaktapur-32, Bhaktapur"
House for Sale,3,2,Available,2,29 ft," 16,500,000.00 ",2745,"Gatthaghar, Madhyapur Thimi-32, Bhaktapur"
House for Sale,6,4,Available,2,32 ft," 37,704,000.00 ",1485,"Jhaukhel, Changunarayan-27, Bhaktapur"
House for Sale,5,5,Available,2,21 ft," 27,319,000.00 ",1247,"Tathali, Changunarayan-21, Bhaktapur"
House for Sale,3,4,Not Available,2,12 ft," 19,139,000.00 ",1921,"Sanothimi, Madhyapur Thimi-12, Bhaktapur"
House for Sale,4,4,Not Available,3,22 ft," 34,705,000.00 ",2088,"Kamalbinayak, Bhaktapur-7, Bhaktapur"
House for Sale,3,3,Not Available,3,24 ft," 19,803,000.00 ",1707,"Thimi, Madhyapur Thimi-23, Bhaktapur"
House for Sale,3,3,Available,3,21 ft," 16,500,000.00 ",2381,"Duwakot, Changunarayan-14, Bhaktapur"
House for Sale,3,1,Available,2,27 ft," 35,310,000.00 ",1264,"Duwakot, Changunarayan-26, Bhaktapur"
House for Sale,3,2,Available,2,12 ft," 23,819,000.00 ",2077,"Tathali, Changunarayan-23, Bhaktapur"
House for Sale,4,2,Available,2,19 ft," 16,500,000.00 ",1557,"Sanothimi, Madhyapur Thimi-31, Bhaktapur"
House for Sale,2,2,Not Available,2,23 ft," 17,792,000.00 ",2487,"Jhaukhel, Changunarayan-26, Bhaktapur"
House for Sale,6,3,Available,3,23 ft," 16,500,000.00 ",2597,"Lokanthali, Madhyapur Thimi-23, Bhaktapur"
House for Sale,6,2,Available,2,28 ft," 16,500,000.00 ",1493,"Tathali, Changunarayan-20, Bhaktapur"
House for Sale,4,1,Available,2,14 ft," 27,810,000.00 ",1580,"Dattatreya, Bhaktapur-9, Bhaktapur"
House for Sale,4,2,Available,1,11 ft," 41,210,000.00 ",2143,"Jhaukhel, Changunarayan-11, Bhaktapur"
House for Sale,3,3,Not Available,3,8 ft," 16,500,000.00 ",1645,"Sallaghari, Bhaktapur-11, Bhaktapur"
House for Sale,5,1,Available,3,12 ft," 24,049,000.00 ",1781,"Kamalbinayak, Bhaktapur-19, Bhaktapur"
House for Sale,4,4,Available,2,30 ft," 16,500,000.00 ",1810,"Lokanthali, Madhyapur Thimi-24, Bhaktapur"
House for Sale,3,2,Available,1,17 ft," 16,500,000.00 ",1032,"Dattatreya, Bhaktapur-17, Bhaktapur"
House for Sale,5,2,Available,2,29 ft," 16,500,000.00 ",1794,"Duwakot, Changunarayan-8, Bhaktapur"
House for Sale,5,3,Not Available,2,12 ft," 16,500,000.00 ",1524,"Duwakot, Changunarayan-11, Bhaktapur"
House for Sale,5,4,Not Available,3,11 ft," 19,576,000.00 ",1602,"Suryabinayak, Bhaktapur-17, Bhaktapur"
House for Sale,4,2,Not Available,3,9 ft," 16,500,000.00 ",2377,"Suryabinayak, Bhaktapur-4, Bhaktapur"
House for Sale,4,3,Not Available,2,27 ft," 21,394,000.00 ",1297,"Suryabinayak, Bhaktapur-15, Bhaktapur"
House for Sale,3,3,Available,2,17 ft," 18,818,000.00 ",2125,"Sankhu, Changunarayan-28, Bhaktapur"
House for Sale,5,2,Available,4,26 ft," 17,450,000.00 ",1688,"Jhaukhel, Changunarayan-15, Bhaktapur"
House for Sale,5,4,Available,2,8 ft," 16,500,000.00 ",1688,"Gatthaghar, Madhyapur Thimi-17, Bhaktapur"
House for Sale,2,3,Available,3,31 ft," 16,500,000.00 ",2116,"Kamalbinayak, Bhaktapur-27, Bhaktapur"
House for Sale,2,3,Not Available,2,12 ft," 25,973,000.00 ",1936,"Duwakot, Changunarayan-4, Bhaktapur"
House for Sale,3,4,Available,2,20 ft," 23,460,000.00 ",2028,"Sanothimi, Madhyapur Thimi-19, Bhaktapur"
House for Sale,5,4,Not Available,1,11 ft," 16,500,000.00 ",2187,"Jhaukhel, Changunarayan-26, Bhaktapur"
House for Sale,6,3,Available,2,23 ft," 19,978,000.00 ",1667,"Suryabinayak, Bhaktapur-30, Bhaktapur"
House for Sale,3,4,Available,4,31 ft," 25,932,000.00 ",1555,"Thimi, Madhyapur Thimi-22, Bhaktapur"
House for Sale,4,3,Available,2,23 ft," 16,500,000.00 ",1365,"Gatthaghar, Madhyapur Thimi-11, Bhaktapur"
House for Sale,3,3,Not Available,1,30 ft," 23,861,000.00 ",1469,"Duwakot, Changunarayan-9, Bhaktapur"
House for Sale,6,3,Available,1,9 ft," 16,500,000.00 ",2979,"Gatthaghar, Madhyapur Thimi-15, Bhaktapur"
House for Sale,5,3,Available,2,24 ft," 24,123,000.00 ",2297,"Jhaukhel, Changunarayan-26, Bhaktapur"
House for Sale,5,2,Available,2,27 ft," 16,500,000.00 ",1259,"Lokanthali, Madhyapur Thimi-5, Bhaktapur"
House for Sale,3,4,Available,1,31 ft," 16,500,000.00 ",1271,"Duwakot, Changunarayan-23, Bhaktapur"
House for Sale,3,4,Available,3,19 ft," 16,500,000.00 ",1992,"Gatthaghar, Madhyapur Thimi-16, Bhaktapur"
House for Sale,3,1,Not Available,2,25 ft," 19,573,000.00 ",2018,"Suryabinayak, Bhaktapur-7, Bhaktapur"
House for Sale,2,4,Available,2,10 ft," 21,302,000.00 ",2019,"Sanothimi, Madhyapur Thimi-10, Bhaktapur"
House for Sale,5,2,Available,4,8 ft," 16,500,000.00 ",1698,"Jhaukhel, Changunarayan-31, Bhaktapur"
House for Sale,5,2,Available,2,8 ft," 24,788,000.00 ",1749,"Dattatreya, Bhaktapur-30, Bhaktapur"
House for Sale,6,3,Available,4,26 ft," 16,500,000.00 ",1931,"Duwakot, Changunarayan-16, Bhaktapur"
House for Sale,6,2,Not Available,2,18 ft," 18,699,000.00 ",1834,"Thimi, Madhyapur Thimi-16, Bhaktapur"
House for Sale,4,4,Available,3,12 ft," 16,500,000.00 ",912,"Sallaghari, Bhaktapur-21, Bhaktapur"
House for Sale,4,4,Available,3,19 ft," 16,500,000.00 ",1708,"Sanothimi, Madhyapur Thimi-20, Bhaktapur"
House for Sale,5,3,Available,3,10 ft," 19,567,000.00 ",1459,"Dattatreya, Bhaktapur-11, Bhaktapur"
House for Sale,5,1,Not Available,4,8 ft," 16,500,000.00 ",1870,"Kamalbinayak, Bhaktapur-30, Bhaktapur"
House for Sale,3,2,Not Available,2,8 ft," 16,500,000.00 ",2994,"Suryabinayak, Bhaktapur-14, Bhaktapur"
House for Sale,3,3,Available,4,15 ft," 28,715,000.00 ",1946,"Sallaghari, Bhaktapur-15, Bhaktapur"
House for Sale,3,5,Available,2,17 ft," 16,500,000.00 ",1674,"Jhaukhel, Changunarayan-1, Bhaktapur"
House for Sale,6,3,Available,2,18 ft," 26,821,000.00 ",2168,"Gatthaghar, Madhyapur Thimi-22, Bhaktapur"
House for Sale,4,2,Not Available,2,19 ft," 16,500,000.00 ",1993,"Suryabinayak, Bhaktapur-21, Bhaktapur"
House for Sale,3,3,Available,2,20 ft," 23,732,000.00 ",1968,"Tathali, Changunarayan-12, Bhaktapur"
House for Sale,4,3,Available,2,19 ft," 34,176,000.00 ",2042,"Sankhu, Changunarayan-9, Bhaktapur"
House for Sale,4,3,Available,2,21 ft," 16,500,000.00 ",2622,"Suryabinayak, Bhaktapur-28, Bhaktapur"
House for Sale,3,2,Available,2,9 ft," 16,500,000.00 ",1347,"Kamalbinayak, Bhaktapur-27, Bhaktapur"
House for Sale,3,3,Available,3,26 ft," 24,185,000.00 ",1989,"Gatthaghar, Madhyapur Thimi-2, Bhaktapur"
House for Sale,4,3,Not Available,3,25 ft," 17,702,000.00 ",1429,"Kamalbinayak, Bhaktapur-10, Bhaktapur"
House for Sale,4,5,Available,2,10 ft," 22,273,000.00 ",2022,"Dattatreya, Bhaktapur-30, Bhaktapur"
House for Sale,4,2,Available,2,30 ft," 16,500,000.00 ",1432,"Suryabinayak, Bhaktapur-3, Bhaktapur"
House for Sale,4,3,Available,2,24 ft," 19,877,000.00 ",1633,"Tathali, Changunarayan-5, Bhaktapur"
House for Sale,5,4,Not Available,2,15 ft," 18,041,000.00 ",1681,"Suryabinayak, Bhaktapur-13, Bhaktapur"
House for Sale,4,2,Available,1,17 ft," 30,631,000.00 ",2190,"Jhaukhel, Changunarayan-13, Bhaktapur"
House for Sale,4,4,Not Available,2,9 ft," 21,257,000.00 ",2167,"Thimi, Madhyapur Thimi-11, Bhaktapur"
House for Sale,5,3,Available,2,26 ft," 21,976,000.00 ",1301,"Lokanthali, Madhyapur Thimi-2, Bhaktapur"
House for Sale,3,1,Available,4,16 ft," 16,500,000.00 ",1821,"Suryabinayak, Bhaktapur-12, Bhaktapur"
House for Sale,3,2,Available,2,14 ft," 16,500,000.00 ",1516,"Kamalbinayak, Bhaktapur-17, Bhaktapur"
House for Sale,2,3,Available,2,11 ft," 16,500,000.00 ",1296,"Tathali, Changunarayan-12, Bhaktapur"
House for Sale,4,1,Available,2,28 ft," 22,481,000.00 ",1713,"Duwakot, Changunarayan-5, Bhaktapur"
House for Sale,4,3,Not Available,2,25 ft," 16,500,000.00 ",1676,"Lokanthali, Madhyapur Thimi-23, Bhaktapur"
House for Sale,4,2,Available,2,20 ft," 21,560,000.00 ",2770,"Sankhu, Changunarayan-1, Bhaktapur"
House for Sale,3,3,Available,3,18 ft," 44,039,000.00 ",1973,"Sanothimi, Madhyapur Thimi-31, Bhaktapur"
House for Sale,3,1,Available,2,31 ft," 27,204,000.00 ",1248,"Gatthaghar, Madhyapur Thimi-4, Bhaktapur"
House for Sale,2,4,Not Available,2,11 ft," 16,853,000.00 ",1574,"Suryabinayak, Bhaktapur-7, Bhaktapur"
House for Sale,3,5,Not Available,4,32 ft," 31,044,000.00 ",2208,"Lokanthali, Madhyapur Thimi-30, Bhaktapur"
House for Sale,4,5,Available,3,28 ft," 16,500,000.00 ",2635,"Lokanthali, Madhyapur Thimi-13, Bhaktapur"
House for Sale,3,3,Not Available,3,32 ft," 16,500,000.00 ",1165,"Jhaukhel, Changunarayan-8, Bhaktapur"
House for Sale,3,2,Available,2,11 ft," 16,500,000.00 ",1048,"Lokanthali, Madhyapur Thimi-20, Bhaktapur"
House for Sale,5,3,Available,3,17 ft," 16,500,000.00 ",2548,"Duwakot, Changunarayan-12, Bhaktapur"
House for Sale,3,1,Not Available,2,12 ft," 16,682,000.00 ",1955,"Sankhu, Changunarayan-20, Bhaktapur"
House for Sale,4,1,Not Available,2,16 ft," 19,342,000.00 ",1452,"Sanothimi, Madhyapur Thimi-32, Bhaktapur"
House for Sale,4,2,Available,1,31 ft," 37,543,000.00 ",2013,"Jhaukhel, Changunarayan-2, Bhaktapur"
House for Sale,3,2,Available,2,10 ft," 21,882,000.00 ",800,"Suryabinayak, Bhaktapur-19, Bhaktapur"
House for Sale,4,3,Available,2,24 ft," 17,589,000.00 ",1801,"Sallaghari, Bhaktapur-32, Bhaktapur"
House for Sale,5,3,Not Available,2,10 ft," 26,754,000.00 ",1931,"Thimi, Madhyapur Thimi-13, Bhaktapur"
House for Sale,5,2,Available,4,23 ft," 16,500,000.00 ",2169,"Kamalbinayak, Bhaktapur-2, Bhaktapur"
House for Sale,3,2,Available,4,11 ft," 21,098,000.00 ",1394,"Tathali, Changunarayan-11, Bhaktapur"
House for Sale,5,5,Available,3,25 ft," 26,135,000.00 ",1834,"Suryabinayak, Bhaktapur-15, Bhaktapur"
House for Sale,3,2,Available,2,24 ft," 16,500,000.00 ",1429,"Thimi, Madhyapur Thimi-10, Bhaktapur"
House for Sale,3,2,Available,3,14 ft," 30,338,000.00 ",1902,"Sankhu, Changunarayan-16, Bhaktapur"
House for Sale,3,2,Not Available,2,31 ft," 21,984,000.00 ",1441,"Suryabinayak, Bhaktapur-30, Bhaktapur"
House for Sale,6,3,Available,3,30 ft," 16,500,000.00 ",1636,"Sallaghari, Bhaktapur-29, Bhaktapur"
House for Sale,3,3,Available,2,12 ft," 24,730,000.00 ",1401,"Sankhu, Changunarayan-30, Bhaktapur"
House for Sale,3,2,Available,3,19 ft," 47,617,000.00 ",2060,"Tathali, Changunarayan-32, Bhaktapur"
House for Sale,4,1,Not Available,2,24 ft," 20,649,000.00 ",2143,"Duwakot, Changunarayan-1, Bhaktapur"
House for Sale,3,3,Available,3,30 ft," 21,204,000.00 ",1706,"Dattatreya, Bhaktapur-13, Bhaktapur"
House for Sale,2,3,Available,4,20 ft," 16,500,000.00 ",1815,"Jhaukhel, Changunarayan-19, Bhaktapur"
House for Sale,3,2,Not Available,2,30 ft," 16,500,000.00 ",1220,"Dattatreya, Bhaktapur-2, Bhaktapur"
House for Sale,3,5,Not Available,2,32 ft," 26,764,000.00 ",1680,"Sallaghari, Bhaktapur-26, Bhaktapur"
House for Sale,3,2,Not Available,4,10 ft," 16,500,000.00 ",1779,"Duwakot, Changunarayan-11, Bhaktapur"
House for Sale,3,2,Not Available,2,16 ft," 19,758,000.00 ",2848,"Jhaukhel, Changunarayan-24, Bhaktapur"
House for Sale,4,4,Available,3,24 ft," 16,500,000.00 ",1355,"Dattatreya, Bhaktapur-30, Bhaktapur"
House for Sale,3,2,Not Available,2,24 ft," 23,255,000.00 ",2385,"Sankhu, Changunarayan-30, Bhaktapur"
House for Sale,3,3,Available,2,27 ft," 21,941,000.00 ",2198,"Suryabinayak, Bhaktapur-8, Bhaktapur"
House for Sale,5,2,Not Available,2,23 ft," 29,076,000.00 ",1912,"Kamalbinayak, Bhaktapur-7, Bhaktapur"
House for Sale,3,2,Not Available,2,32 ft," 16,500,000.00 ",2503,"Jhaukhel, Changunarayan-16, Bhaktapur"
House for Sale,4,5,Not Available,3,29 ft," 17,235,000.00 ",1948,"Sankhu, Changunarayan-1, Bhaktapur"
House for Sale,3,2,Available,2,20 ft," 16,500,000.00 ",1955,"Gatthaghar, Madhyapur Thimi-14, Bhaktapur"
House for Sale,3,4,Available,2,26 ft," 16,500,000.00 ",1778,"Duwakot, Changunarayan-12, Bhaktapur"
House for Sale,2,2,Available,2,24 ft," 22,328,000.00 ",2289,"Sallaghari, Bhaktapur-10, Bhaktapur"
House for Sale,3,2,Not Available,2,11 ft," 25,990,000.00 ",2238,"Jhaukhel, Changunarayan-27, Bhaktapur"
House for Sale,3,1,Not Available,3,19 ft," 16,500,000.00 ",1549,"Duwakot, Changunarayan-14, Bhaktapur"
House for Sale,3,3,Available,4,16 ft," 27,187,000.00 ",1272,"Tathali, Changunarayan-19, Bhaktapur"
House for Sale,2,2,Available,2,26 ft," 33,022,000.00 ",1718,"Tathali, Changunarayan-4, Bhaktapur"
House for Sale,3,4,Available,3,19 ft," 22,653,000.00 ",1479,"Sallaghari, Bhaktapur-18, Bhaktapur"
House for Sale,3,2,Not Available,3,16 ft," 40,676,000.00 ",1774,"Lokanthali, Madhyapur Thimi-16, Bhaktapur"
House for Sale,3,5,Not Available,2,14 ft," 16,500,000.00 ",2294,"Gatthaghar, Madhyapur Thimi-28, Bhaktapur"
House for Sale,3,2,Available,4,21 ft," 16,500,000.00 ",1617,"Kamalbinayak, Bhaktapur-17, Bhaktapur"
House for Sale,4,4,Available,2,27 ft," 16,500,000.00 ",1782,"Thimi, Madhyapur Thimi-17, Bhaktapur"
House for Sale,4,3,Not Available,2,26 ft," 34,929,000.00 ",1823,"Suryabinayak, Bhaktapur-21, Bhaktapur"
House for Sale,2,3,Not Available,3,22 ft," 24,945,000.00 ",2139,"Sankhu, Changunarayan-4, Bhaktapur"
House for Sale,4,4,Available,2,23 ft," 18,778,000.00 ",901,"Suryabinayak, Bhaktapur-10, Bhaktapur"
House for Sale,4,3,Available,3,28 ft," 21,475,000.00 ",1557,"Lokanthali, Madhyapur Thimi-24, Bhaktapur"
House for Sale,2,3,Available,3,12 ft," 16,500,000.00 ",1884,"Lokanthali, Madhyapur Thimi-22, Bhaktapur"
House for Sale,5,2,Available,1,10 ft," 51,071,000.00 ",2280,"Gatthaghar, Madhyapur Thimi-29, Bhaktapur"
House for Sale,5,1,Available,3,19 ft," 20,219,000.00 ",1603,"Suryabinayak, Bhaktapur-2, Bhaktapur"
House for Sale,2,4,Available,2,32 ft," 20,059,000.00 ",1049,"Thimi, Madhyapur Thimi-6, Bhaktapur"
House for Sale,3,3,Not Available,2,27 ft," 25,667,000.00 ",2047,"Gatthaghar, Madhyapur Thimi-7, Bhaktapur"
House for Sale,5,3,Available,3,28 ft," 23,273,000.00 ",1545,"Tathali, Changunarayan-16, Bhaktapur"
House for Sale,4,2,Not Available,4,11 ft," 20,999,000.00 ",1324,"Gatthaghar, Madhyapur Thimi-13, Bhaktapur"
House for Sale,3,2,Available,1,28 ft," 16,500,000.00 ",1550,"Suryabinayak, Bhaktapur-9, Bhaktapur"
House for Sale,3,2,Available,2,30 ft," 23,185,000.00 ",1726,"Kamalbinayak, Bhaktapur-26, Bhaktapur"
House for Sale,3,3,Available,3,23 ft," 40,761,000.00 ",1558,"Suryabinayak, Bhaktapur-8, Bhaktapur"
House for Sale,3,2,Available,3,32 ft," 32,887,000.00 ",917,"Duwakot, Changunarayan-11, Bhaktapur"
House for Sale,4,2,Not Available,3,14 ft," 36,313,000.00 ",2158,"Gatthaghar, Madhyapur Thimi-6, Bhaktapur"
House for Sale,3,2,Not Available,2,20 ft," 16,500,000.00 ",2309,"Sankhu, Changunarayan-16, Bhaktapur"
House for Sale,3,1,Available,2,28 ft," 16,500,000.00 ",2060,"Gatthaghar, Madhyapur Thimi-19, Bhaktapur"
House for Sale,4,3,Available,2,17 ft," 18,258,000.00 ",1344,"Kamalbinayak, Bhaktapur-2, Bhaktapur"
House for Sale,2,2,Not Available,3,14 ft," 19,633,000.00 ",1719,"Sallaghari, Bhaktapur-11, Bhaktapur"
House for Sale,3,3,Available,2,21 ft," 29,743,000.00 ",1797,"Budhanilkantha, Budhanilkantha-8, Kathmandu"
House for Sale,4,2,Available,2,12 ft," 16,500,000.00 ",2039,"Boudha, Gokarneshwor-3, Kathmandu"
